,Title,Year,Source,Authors,Class,topic
1263,Understanding Enthymemes in Deductive Argumentation Using Semantic Distance Measures,2022,AAAI,Anthony Hunter,MAIN TRACK,
1264,Towards Transferable Adversarial Attacks on Vision Transformers,2022,AAAI,"Zhipeng Wei, Jingjing Chen, Micah Goldblum, Zuxuan Wu, Tom Goldstein, Yu-Gang Jiang",MAIN TRACK,transformer/transfer learning
1265,Unsupervised Identification of Materials with Hyperspectral Images,2022,AAAI,Mira E Welner,UNDERGRADUATE CONSORTIUM,
1266,FedCC: Federated Learning with Consensus Confirmation for Byzantine Attack Resistance (Student Abstract),2022,AAAI,"Woocheol Kim, Hyuk Lim",STUDENT ABSTRACT AND POSTER PROGRAM,federated learning
1267,VeNAS: Versatile Negotiating Agent Strategy via Deep Reinforcement Learning (Student Abstract),2022,AAAI,"Toki Takahashi, Ryota Higa, Katsuhide Fujita, Shinji Nakadai",STUDENT ABSTRACT AND POSTER PROGRAM,reinforcement learning
1268,RetGen: A Joint Framework for Retrieval and Grounded Text Generation Modeling,2022,AAAI,"Yizhe Zhang, Siqi Sun, Yuwei Fang, Xiang Gao, Chris Brockett, Michel Galley, Jianfeng Gao, Bill Dolan",MAIN TRACK,generative model
1269,Safe Distillation Box,2022,AAAI,"Jingwen Ye, Yining Mao, Jie Song, Xinchao Wang, Cheng Jin, Mingli Song",MAIN TRACK,distillation
1270,Multi-Mode Tensor Space Clustering Based on Low-Tensor-Rank Representation,2022,AAAI,"Yicong He, George K. Atia",MAIN TRACK,zero_few-shot/representation
1271,Equal Bits: Enforcing Equally Distributed Binary Network Weights,2022,AAAI,"Yunqiang Li, Silvia L. Pintea, Jan C. van Gemert",MAIN TRACK,
1272,What Can We Learn Even from the Weakest? Learning Sketches for Programmatic Strategies,2022,AAAI,"Leandro C. Medeiros, David S. Aleixo, Levi H. S. Lelis",MAIN TRACK,zero_few-shot
1273,Latent Space Explanation by Intervention,2022,AAAI,"Itai Gat, Guy Lorberbom, Idan Schwartz, Tamir Hazan",MAIN TRACK,
1274,Flow-Based Unconstrained Lip to Speech Generation,2022,AAAI,"Jinzheng He, Zhou Zhao, Yi Ren, Jinglin Liu, Baoxing Huai, Nicholas Yuan",MAIN TRACK,optimization/zero_few-shot/generative model/flow
1275,QueryProp: Object Query Propagation for High-Performance Video Object Detection,2022,AAAI,"Fei He*, Naiyu Gao, Jian Jia, Xin Zhao, Kaiqi Huang",MAIN TRACK,
1276,Integer and Constraint Programming Revisited for Mutually Orthogonal Latin Squares (Student Abstract),2022,AAAI,"Noah Rubin, Curtis Bright, Brett Stevens, Kevin Cheung",STUDENT ABSTRACT AND POSTER PROGRAM,optimization
1277,How to Find a Good Explanation for Clustering?,2022,AAAI,"Sayan Bandyapadhyay, Fedor Fomin, Petr Golovach, William Lochet, Nidhi Purohit, Kirill Simonov",MAIN TRACK,
1278,Learning Parameterized Task Structure for Generalization to Unseen Entities,2022,AAAI,"Anthony Liu, Sungryull Sohn, Mahdi Qazwini, Honglak Lee",MAIN TRACK,
1279,Predicting RNA Mutation Effects through Machine Learning of High-Throughput Ribozyme Experiments (Student Abstract),2022,AAAI,"Joseph Kitzhaber, Ashlyn Trapp, James Beck, Edoardo Serra, Francesca Spezzano, Eric Hayden, Jessica Roberts",STUDENT ABSTRACT AND POSTER PROGRAM,
1280,Equilibrium Learning in Auction Markets,2022,AAAI,Stefan Heidekrueger,DOCTORAL CONSORTIUM,
1281,Subjective Attributes in Conversational Recommendation Systems: Challenges and Opportunities,2022,AAAI,"Filip Radlinski, Craig Boutilier, Deepak Ramachandran, Ivan Vendrov",SENIOR MEMBER PRESENTATION TRACK - BLUE SKY,
1282,Transformer with Memory Replay,2022,AAAI,"Rui Liu, Barzan Mozafari",MAIN TRACK,transformer
1283,DiffSinger: Singing Voice Synthesis via Shallow Diffusion Mechanism,2022,AAAI,"Jinglin Liu, Chengxi Li, Yi Ren, Feiyang Chen, Zhou Zhao",MAIN TRACK,zero_few-shot
1284,Blocking Influence at Collective Level with Hard Constraints (Student Abstract),2022,AAAI,"Zonghan Zhang, Subhodip Biswas, Fanglan Chen, Kaiqun Fu, Taoran Ji, Chang-Tien Lu, Naren Ramakrishnan, Zhiqian Chen",STUDENT ABSTRACT AND POSTER PROGRAM,optimization
1285,Proportional Public Decisions,2022,AAAI,"Piotr Skowron, Adrian Górecki",MAIN TRACK,
1286,Towards Fully Sparse Training: Information Restoration with Spatial Similarity,2022,AAAI,"Weixiang Xu, Xiangyu He, Ke Cheng, Peisong Wang, Jian Cheng",MAIN TRACK,sparse
1287,Policy Learning for Robust Markov Decision Process with a Mismatched Generative Model,2022,AAAI,"Jialian Li, Tongzheng Ren, Dong Yan, Hang Su, Jun Zhu",MAIN TRACK,generative model
1288,Attention-Based Transformation from Latent Features to Point Clouds,2022,AAAI,"Kaiyi Zhang, Ximing Yang, Yuan Wu, Cheng Jin",MAIN TRACK,transformer
1289,CC-Cert: A Probabilistic Approach to Certify General Robustness of Neural Networks,2022,AAAI,"Mikhail Pautov, Nurislam Tursynbek, Marina Munkhoeva, Nikita Muravev, Aleksandr Petiushko, Ivan Oseledets",MAIN TRACK,
1290,Sample Average Approximation for Stochastic Optimization with Dependent Data: Performance Guarantees and Tractability,2022,AAAI,"Yafei Wang, Bo Pan, Wei Tu, Peng Liu, Bei Jiang, Chao Gao, Wei Lu, Shangling Jui, Linglong Kong",MAIN TRACK,optimization
1291,FOCUS: Flexible Optimizable Counterfactual Explanations for Tree Ensembles,2022,AAAI,"Ana Lucic, Harrie Oosterhuis, Hinda Haned, Maarten de Rijke",MAIN TRACK,
1292,Imagine by Reasoning: A Reasoning-Based Implicit Semantic Data Augmentation for Long-Tailed Classification,2022,AAAI,"Xiaohua Chen, Yucan Zhou, Dayan Wu, Wanqian Zhang, Yu Zhou, Also with University of Chinese Academy of Sciences)Institute of Information Engineering, Chinese Academy of Sciences)Institute of Information Engineering, CAS, China)",MAIN TRACK,augmentation
1293,Personalized Public Policy Analysis In Social Sciences Using Causal-Graphical Normalizing Flows,2022,AAAI,"Sourabh Balgi, Jose M. Peña, Adel Daoud",AI FOR SOCIAL IMPACT TRACK,graph/zero_few-shot/flow
1294,FedInv: Byzantine-Robust Federated Learning by Inversing Local Model Updates,2022,AAAI,"Bo Zhao, Peng Sun, Tao Wang, Keyu Jiang",MAIN TRACK,federated learning
1295,MMA: Multi-Camera Based Global Motion Averaging,2022,AAAI,"Hainan Cui, Shuhan Shen",MAIN TRACK,
1296,On Probabilistic Generalization of Backdoors in Boolean Satisfiability,2022,AAAI,"Alexander Semenov, Artem Pavlenko, Daniil Chivilikhin, Stepan Kochemazov",MAIN TRACK,
1297,An Efficient Combinatorial Optimization Model Using Learning-to-Rank Distillation,2022,AAAI,"Honguk Woo, Hyunsung Lee, Sangwoo Cho",MAIN TRACK,optimization/distillation
1298,Tracking Down Misguiding Terms for Locating Bugs in Deep Learning-Based Software (Student Abstract),2022,AAAI,"Youngkyoung Kim, Misoo Kim, Eunseok Lee",STUDENT ABSTRACT AND POSTER PROGRAM,
1299,"KGR4: Retrieval, Retrospect, Refine and Rethink for Commonsense Generation",2022,AAAI,"Xin Liu, Dayiheng Liu, Baosong Yang, Haibo Zhang, Junwei Ding, Wenqing Yao, Weihua Luo, Haiying Zhang, Jinsong Su",MAIN TRACK,generative model
1300,Unsupervised Representation for Semantic Segmentation by Implicit Cycle-Attention Contrastive Learning,2022,AAAI,"Bo Pang, Yizhuo Li, Yifan Zhang, Gao Peng, Jiajun Tang, Kaiwen Zha, Jiefeng Li, Cewu Lu",MAIN TRACK,transformer/representation/contrastive learning/segmentation
1301,PolygonE: Modeling N-Ary Relational Data as Gyro-Polygons in Hyperbolic Space,2022,AAAI,"Shiyao Yan, Zequn Zhang, Xian Sun, Guangluan Xu, Shuchao Li, Qing Liu, Nayu Liu, Shensi Wang",MAIN TRACK,
1302,Model-Based Diagnosis of Multi-Agent Systems: A Survey,2022,AAAI,"Meir Kalech, Avraham Natan",SENIOR MEMBER PRESENTATION TRACK - SUMMARY,reinforcement learning/multi-agent
1303,Deep Spatial Adaptive Network for Real Image Demosaicing,2022,AAAI,"Tao Zhang, Ying Fu, cheng li",MAIN TRACK,adaptive
1304,I-SEA: Importance Sampling and Expected Alignment-Based Deep Distance Metric Learning for Time Series Analysis and Embedding,2022,AAAI,"Sirisha Rambhatla, Zhengping Che, Yan Liu",MAIN TRACK,metric
1305,Iteratively Selecting an Easy Reference Frame Makes Unsupervised Video Object Segmentation Easier,2022,AAAI,"Youngjo Lee, Hongje Seong, Euntai Kim",MAIN TRACK,segmentation
1306,Gerrymandering under Uncertain Preferences (Student Abstract),2022,AAAI,Benjamin Kelly,STUDENT ABSTRACT AND POSTER PROGRAM,
1307,Equilibrium Finding in Matrix Games Via Greedy Regret Minimization,2022,AAAI,"Hugh Zhang, Adam Lerer, Noam Brown",MAIN TRACK,
1308,Clinical-BERT: Vision-Language Pre-Training for Radiograph Diagnosis and Reports Generation,2022,AAAI,"Bin Yan, Mingtao Pei",MAIN TRACK,graph/transformer/generative model
1309,An Optimal Transport Approach to Deep Metric Learning (Student Abstract),2022,AAAI,"Jason Dou, Lei Luo, Mingrui Yang",STUDENT ABSTRACT AND POSTER PROGRAM,metric
1310,ContrastNet: A Contrastive Learning Framework for Few-Shot Text Classification,2022,AAAI,"Junfan Chen, Richong Zhang, Yongyi Mao, Jie Xu",MAIN TRACK,contrastive learning
1311,Search and Learn: Improving Semantic Coverage for Data-to-Text Generation,2022,AAAI,"Shailza Jolly, Zi Xuan Zhang, Andreas Dengel, Lili Mou",MAIN TRACK,generative model
1312,Learning Expected Emphatic Traces for Deep RL,2022,AAAI,"Ray Jiang, Shangtong Zhang, Veronica Chelu, Adam White, Hado van Hasselt",MAIN TRACK,
1313,I Can Find You! Boundary-Guided Separated Attention Network for Camouflaged Object Detection,2022,AAAI,"Hongwei Zhu, Peng Li, Haoran Xie, Xuefeng Yan, Dong Liang, Dapeng Chen, Mingqiang Wei, Jing Qin",MAIN TRACK,transformer
1314,Graph Structure Learning with Variational Information Bottleneck,2022,AAAI,"Qingyun Sun, Jianxin Li, Hao Peng, Jia Wu, Xingcheng Fu, Cheng Ji, Philip S Yu",MAIN TRACK,graph
1315,A Fast Local Search Algorithm for the Latin Square Completion Problem,2022,AAAI,"Shiwei Pan, Yiyuan Wang, Minghao Yin",MAIN TRACK,
1316,SCTN: Sparse Convolution-Transformer Network for Scene Flow Estimation,2022,AAAI,"Bing Li, Cheng Zheng, Silvio Giancola, Bernard Ghanem",MAIN TRACK,zero_few-shot/transformer/sparse/flow
1317,SiamTrans: Zero-Shot Multi-Frame Image Restoration with Pre-Trained Siamese Transformers,2022,AAAI,"Lin Liu, Shanxin Yuan, Jianzhuang Liu, Xin Guo, Youliang Yan, Qi Tian",MAIN TRACK,zero_few-shot/transformer
1318,Fuzzy Logic based Logical Query Answering on Knowledge Graphs,2022,AAAI,"Xuelu Chen, Ziniu Hu, Yizhou Sun",MAIN TRACK,graph
1319,Multi-View Clustering on Topological Manifold,2022,AAAI,"Shudong Huang, Ivor Tsang, Zenglin Xu, Jiancheng Lv, Quan-Hui Liu",MAIN TRACK,multi-view
1320,Fair and Efficient Allocations of Chores under Bivalued Preferences,2022,AAAI,"Jugal Garg, Aniket Murhekar, John Qin",MAIN TRACK,
1321,Knowledge Distillation for Object Detection via Rank Mimicking and Prediction-Guided Feature Imitation,2022,AAAI,"Gang Li, Xiang Li, Yujie Wang, Shanshan Zhang, Yichao Wu, Ding Liang",MAIN TRACK,distillation
1322,Can Vision Transformers Learn without Natural Images?,2022,AAAI,"Kodai Nakashima, Hirokatsu Kataoka, Asato Matsumoto, Kenji Iwata, Nakamasa Inoue, Yutaka Satoh",MAIN TRACK,transformer
1323,Temporal Action Proposal Generation with Background Constraint,2022,AAAI,"Haosen Yang, Wenhao Wu, Lining Wang, Sheng Jin, Boyang Xia, Hongxun Yao, Hujie H Huang",MAIN TRACK,optimization/generative model
1324,Graph Convolutional Networks with Dual Message Passing for Subgraph Isomorphism Counting and Matching,2022,AAAI,"Xin Liu, Yangqiu Song",MAIN TRACK,graph
1325,Listwise Learning to Rank Based on Approximate Rank Indicators,2022,AAAI,"Thibaut Thonet, Yagmur Gizem Cinar, Eric Gaussier, Minghan Li, Jean-Michel Renders",MAIN TRACK,
1326,Trading Complexity for Sparsity in Random Forest Explanations,2022,AAAI,"Gilles Audemard, Steve Bellart, Lounès Bounia, Frédéric Koriche, Jean-Marie Lagniez, Pierre Marquis",MAIN TRACK,
1327,AI for Disaster Rapid Damage Assessment from Microblogs,2022,AAAI,"Muhammad Imran, Umair Qazi, Ferda Ofli, Steve Peterson, Firoj Alam",MAIN TRACK,
1328,Learning to Walk with Dual Agents for Knowledge Graph Reasoning,2022,AAAI,"Denghui Zhang, Zixuan Yuan, Hao Liu, Xiaodong Lin, Hui Xiong",MAIN TRACK,reinforcement learning/graph
1329,Reconfiguring Shortest Paths in Graphs,2022,AAAI,"Kshitij Gajjar, Agastya Vibhuti Jha, Manish Kumar, Abhiruk Lahiri",MAIN TRACK,graph
1330,Mitigating Low Agricultural Productivity of Smallholder Farms in Africa: Time-Series Forecasting for Environmental Stressors,2022,AAAI,"Maryam Tabar, Dongwon Lee, David P. Hughes, Amulya Yadav",DEMONSTRATIONS,zero_few-shot
1331,RID-Noise: Towards Robust Inverse Design under Noisy Environments,2022,AAAI,"Jia-Qi Yang, Ke-Bin Fan, Hao Ma, De-Chuan Zhan",MAIN TRACK,
1332,Discovering Interpretable Data-to-Sequence Generators,2022,AAAI,"Boris Wiegand, Dietrich Klakow, Jilles Vreeken",MAIN TRACK,
1333,SFSRNet: Super-Resolution for Single-Channel Audio Source Separation,2022,AAAI,"Joel Rixen, Matthias Renz",MAIN TRACK,
1334,FedProto: Federated Prototype Learning Across Heterogeneous Clients,2022,AAAI,"Yue Tan, Guodong Long, Lu Liu, Tianyi Zhou, Qinghua Lu, Jing Jiang, Chengqi Zhang",MAIN TRACK,
1335,Memotion Analysis through the Lens of Joint Embedding (Student Abstract),2022,AAAI,"Nethra Gunti, Sathyanarayanan Ramamoorthy, Parth Patwa, Amitava Das",STUDENT ABSTRACT AND POSTER PROGRAM,
1336,Cross-Modal Object Tracking: Modality-Aware Representations and a Unified Benchmark,2022,AAAI,"Chenglong Li, Tianhao Zhu, Lei Liu, Xiaonan Si, Zilin Fan, Sulan Zhai",MAIN TRACK,representation
1337,"A Demonstration of Compositional, Hierarchical Interactive Task Learning",2022,AAAI,"Aaron Mininger, John Laird",DEMONSTRATIONS,active learning
1338,When Shift Operation Meets Vision Transformer: An Extremely Simple Alternative to Attention Mechanism,2022,AAAI,"Guangting Wang, Yucheng Zhao, Chuanxin Tang, Chong Luo, Wenjun Zeng",MAIN TRACK,transformer
1339,A Hybrid Evolutionary Algorithm for the Diversified Top-k Weight Clique Search Problem (Student Abstract),2022,AAAI,"Jun Wu, Minghao Yin",STUDENT ABSTRACT AND POSTER PROGRAM,
1340,Degrade is Upgrade: Learning Degradation for Low-light Image Enhancement,2022,AAAI,"Kui Jiang, Zhongyuan Wang, Zheng Wang, Chen Chen, Peng Yi, Tao Lu, Chia-Wen Lin",MAIN TRACK,zero_few-shot
1341,Adversarial Learning from Crowds,2022,AAAI,"Pengpeng Chen, Hailong Sun, Yongqiang Yang, Zhijun Chen",MAIN TRACK,
1342,DKPLM: Decomposable Knowledge-Enhanced Pre-Trained Language Model for Natural Language Understanding,2022,AAAI,"Taolin Zhang, Chengyu Wang, Nan Hu, Minghui Qiu, Chengguang Tang, Xiaofeng He, Jun Huang",MAIN TRACK,
1343,Cross-Modal Federated Human Activity Recognition via Modality-Agnostic and Modality-Specific Representation Learning,2022,AAAI,"Xiaoshan Yang, baochen xiong, Yi Huang, Changsheng Xu",MAIN TRACK,representation
1344,DialogLM: Pre-Trained Model for Long Dialogue Understanding and Summarization,2022,AAAI,"Ming Zhong, Yang Liu, Yichong Xu, Chenguang Zhu, Michael Zeng",MAIN TRACK,
1345,Noninvasive Lung Cancer Early Detection via Deep Methylation Representation Learning,2022,AAAI,"Xiangrui Cai, Jinsheng Tao, Shichao Wang, Zhiyu Wang, Jiaxian Wang, Mei Li, Hong Wang, Xixiang Tu, Hao Yang, Jian-Bing Fan, Hua Ji",AI FOR SOCIAL IMPACT TRACK,representation
1346,TRF: Learning Kernels with Tuned Random Features,2022,AAAI,"Alistair Shilton, Sunil Gupta, Santu Rana, Arun Kumar Venkatesh, Svetha Venkatesh",MAIN TRACK,
1347,Joint Deep Multi-Graph Matching and 3D Geometry Learning from Inhomogeneous 2D Image Collections,2022,AAAI,"Zhenzhang Ye, Tarun Yenamandra, Florian Bernard, Daniel Cremers",MAIN TRACK,graph
1348,Using Conditional Independence for Belief Revision,2022,AAAI,"Matthew James Lynn, James P. Delgrande, Pavlos Peppas",MAIN TRACK,
1349,From Dense to Sparse: Contrastive Pruning for Better Pre-Trained Language Model Compression,2022,AAAI,"Runxin Xu, Fuli Luo, Chengyu Wang, Baobao Chang, Jun Huang, Songfang Huang, Fei Huang",MAIN TRACK,contrastive learning/sparse
1350,AdaLoss: A Computationally-Efficient and Provably Convergent Adaptive Gradient Method,2022,AAAI,"Xiaoxia Wu, Simon Du, Yuege Xie, Rachel Ward",MAIN TRACK,adaptive
1351,DeepHardMark: Towards Watermarking Neural Network Hardware,2022,AAAI,"Joseph Clements, Yingjie Lao",MAIN TRACK,
1352,Heterogeneous Facility Location with Limited Resources,2022,AAAI,"Argyrios Deligkas, Aris Filos Ratsikas, Alexandros A. Voudouris",MAIN TRACK,
1353,Adaptive Kernel Graph Neural Network,2022,AAAI,"Mingxuan Ju, Shifu Hou, Yujie Fan, Jianan Zhao, Yanfang Ye, Liang Zhao",MAIN TRACK,graph/adaptive
1354,Why Fair Labels Can Yield Unfair Predictions: Graphical Conditions for Introduced Unfairness,2022,AAAI,"Carolyn Ashurst, Ryan Carey, Silvia Chiappa, Tom Everitt",MAIN TRACK,graph
1355,Stage Conscious Attention Network (SCAN) : A Demonstration-Conditioned Policy for Few-Shot Imitation,2022,AAAI,"Jia-Fong Yeh, Chi-Ming Chung, Hung-Ting Su, Yi-Ting Chen, Winston H. Hsu",MAIN TRACK,transformer
1356,"On Semantic Cognition, Inductive Generalization, and Language Models",2022,AAAI,Kanishka Misra,DOCTORAL CONSORTIUM,
1357,Elastic-Link for Binarized Neural Networks,2022,AAAI,"Jie Hu, Ziheng Wu, Vince Tan, Zhilin Lu, Mengze Zeng, Enhua Wu",MAIN TRACK,
1358,Interpretable Clustering via Multi-Polytope Machines,2022,AAAI,"Connor Lawless, Jayant Kalagnanam, Lam M. Nguyen, Dzung Phan, Chandra Reddy",MAIN TRACK,
1359,You Only Infer Once: Cross-Modal Meta-Transfer for Referring Video Object Segmentation,2022,AAAI,"Dezhuang Li, Ruoqi Li, Lijun Wang, Yifan Wang, Jinqing Qi, Lu Zhang, Ting Liu, Qingquan Xu, Huchuan Lu",MAIN TRACK,meta-learning/transfer learning/segmentation
1360,Exploiting Invariance in Training Deep Neural Networks,2022,AAAI,"Chengxi Ye, Xiong Zhou, Tristan McKinney, Yanfeng Liu, Qinggang Zhou, Fedor Zhdanov",MAIN TRACK,
1361,Learning to Rank Articles for Molecular Queries,2022,AAAI,"Galia Nordon, Aviram Magen, Ido Guy, Kira Radinsky",MAIN TRACK,
1362,HNO: High-Order Numerical Architecture for ODE-Inspired Deep Unfolding Networks,2022,AAAI,"Lin Kong, Wei Sun, Fanhua Shang, Yuanyuan Liu, Hongying Liu",MAIN TRACK,
1363,Commonsense Knowledge Reasoning and Generation with Pre-trained Language Models: A Survey,2022,AAAI,"Prajjwal Bhargava, Vincent Ng",SENIOR MEMBER PRESENTATION TRACK - SUMMARY,generative model
1364,Learning to Transfer with von Neumann Conditional Divergence,2022,AAAI,"Ammar Shaker, Shujian Yu, Daniel Oñoro-Rubio",MAIN TRACK,transfer learning
1365,A Dynamic Meta-Learning Model for Time-Sensitive Cold-Start Recommendations,2022,AAAI,"Krishna Prasad Neupane, Ervine Zheng, Yu Kong, Qi Yu",MAIN TRACK,meta-learning
1366,Accelerating COVID-19 Research with Graph Mining and Transformer-Based Learning,2022,AAAI,"Ilya Tyagin, Ankit Kulshrestha, Justin Sybrandt, Krish Matta, Michael Shtutman, Ilya Safro",MAIN TRACK,graph/transformer
1367,Bag Graph: Multiple Instance Learning Using Bayesian Graph Neural Networks,2022,AAAI,"Soumyasundar Pal, Antonios Valkanas, Florence Regol, Mark Coates",MAIN TRACK,graph/bayesian
1368,Graph-Wise Common Latent Factor Extraction for Unsupervised Graph Representation Learning,2022,AAAI,"Thilini Cooray, Ngai-Man Cheung",MAIN TRACK,graph/representation
1369,Visual Consensus Modeling for Video-Text Retrieval,2022,AAAI,"Shuqiang Cao, Bairui Wang, Wei Zhang, Lin Ma",MAIN TRACK,
1370,A Multi-Factor Classification Framework for Completing Users‚Äô Fuzzy Queries (Student Abstract),2022,AAAI,"Yaning Zhang, Liangqing Wu, Yangyang Wang, Jia Wang, Xiaoguang Yu, Shuangyong Song, Youzheng Wu, Xiaodong He",STUDENT ABSTRACT AND POSTER PROGRAM,
1371,Anytime Guarantees Under Heavy-Tailed Data,2022,AAAI,Matthew J Holland,MAIN TRACK,
1372,Differentially Private Regret Minimization in Episodic Markov Decision Processes,2022,AAAI,"Sayak Ray Chowdhury, Xingyu Zhou",MAIN TRACK,
1373,Learning Probably Approximately Complete and Safe Action Models for Stochastic Worlds,2022,AAAI,"Brendan Juba, Roni Stern",MAIN TRACK,
1374,Discovering State and Action Abstractions for Generalized Task and Motion Planning,2022,AAAI,"Aidan Curtis, Tom Silver, Joshua B. Tenenbaum, Tomas Lozano-Perez, Leslie Pack Kaelbling",MAIN TRACK,
1375,Fast Payoff Matrix Sparsification Techniques for Structured Extensive-Form Games,2022,AAAI,"Gabriele Farina, Tuomas Sandholm",MAIN TRACK,
1376,PaintTeR: Automatic Extraction of Text Spans for Generating Art-Centered Questions,2022,AAAI,"Sujatha Das Gollapalli, See-Kiong Ng, Ying Kiat Tham, Shan Shan Chow, Jia Min Wong, Kevin Lim",MAIN TRACK,
1377,MBGRLp: Multiscale Bootstrap Graph Representation Learning on Pointcloud (Student Abstract),2022,AAAI,"Vandan Gorade, Azad Singh, Deepak Mishra",STUDENT ABSTRACT AND POSTER PROGRAM,graph/representation
1378,Gradient Temporal Difference with Momentum: Stability and Convergence,2022,AAAI,"Rohan Deb, Shalabh Bhatnagar",MAIN TRACK,
1379,SCSNet: An Efficient Paradigm for Learning Simultaneously Image Colorization and Super-Resolution,2022,AAAI,"Jiangning Zhang, Chao Xu, Jian Li, Yue Han, Yabiao Wang, Ying Tai, Yong Liu",MAIN TRACK,
1380,Cooperative Multi-Agent Fairness and Equivariant Policies,2022,AAAI,"Niko A. Grupen, Bart Selman, Daniel D. Lee",MAIN TRACK,reinforcement learning/multi-agent
1381,A Graph Convolutional Network with Adaptive Graph Generation and Channel Selection for Event Detection,2022,AAAI,"Zhipeng Xie, Yumin Tu",MAIN TRACK,graph/generative model/adaptive
1382,MAGIC: Multimodal relAtional Graph adversarIal inferenCe for Diverse and Unpaired Text-Based Image Captioning,2022,AAAI,"Wenqiao Zhang, Haochen Shi, Jiannan Guo, Shengyu Zhang, Qingpeng Cai, Juncheng Li, Sihui Luo, Yueting Zhuang",MAIN TRACK,graph/inference/multimodal
1383,Separated Contrastive Learning for Organ-at-Risk and Gross-Tumor-Volume Segmentation with Limited Annotation,2022,AAAI,"Jiacheng Wang, Xiaomeng Li, Yiming Han, Jing Qin, Liansheng Wang, Qichao Zhou",MAIN TRACK,contrastive learning/segmentation
1384,Admissible Policy Teaching through Reward Design,2022,AAAI,"Kiarash Banihashem, Adish Singla, Jiarui Gan, Goran Radanovic",MAIN TRACK,
1385,MDPGT: Momentum-Based Decentralized Policy Gradient Tracking,2022,AAAI,"Zhanhong Jiang, Xian Yeow Lee, Sin Yong Tan, Kai Liang Tan, Aditya Balu, Young M. Lee, Chinmay Hegde, Soumik Sarkar",MAIN TRACK,
1386,Negative Sample Matters: A Renaissance of Metric Learning for Temporal Grounding,2022,AAAI,"Zhenzhi Wang, Limin Wang, Tao Wu, Tianhao Li, Gangshan Wu",MAIN TRACK,metric
1387,"Nested Hierarchical Transformer: Towards Accurate, Data-Efficient and Interpretable Visual Understanding",2022,AAAI,"Zizhao Zhang, Han Zhang, Long Zhao, Ting Chen, Sercan Ö. Arik, Tomas Pfister",MAIN TRACK,transformer
1388,StoryQ‚Äîan Online Environment for Machine Learning of Text Classification,2022,AAAI,"William Finzer, Jie Chao, Carolyn Rose, Shiyan Jiang",MAIN TRACK,online learning
1389,A Multimodal Fusion-Based LNG Detection for Monitoring Energy Facilities (Student Abstract),2022,AAAI,"Junchi Bin, Choudhury A. Rahman, Shane Rogers, Shan Du, Zheng Liu",STUDENT ABSTRACT AND POSTER PROGRAM,multimodal
1390,HAGEN: Homophily-Aware Graph Convolutional Recurrent Network for Crime Forecasting,2022,AAAI,"Chenyu Wang, Zongyu Lin, Xiaochen Yang, Jiao Sun, Mingxuan Yue, Cyrus Shahabi",MAIN TRACK,graph
1391,Dynamic Nonlinear Matrix Completion for Time-Varying Data Imputation,2022,AAAI,Jicong Fan,MAIN TRACK,online learning
1392,Optimal Local Explainer Aggregation for Interpretable Prediction,2022,AAAI,"Qiaomei Li, Rachel Cummings, Yonatan Mintz",AI FOR SOCIAL IMPACT TRACK,
1393,Exploiting Fine-Grained Face Forgery Clues via Progressive Enhancement Learning,2022,AAAI,"Qiqi Gu, Shen Chen, Taiping Yao, Yang Chen, Shouhong Ding, Ran Yi",MAIN TRACK,
1394,Logic Rule Guided Attribution with Dynamic Ablation,2022,AAAI,"Jianqiao An, Yuandu Lai, Yahong Han",MAIN TRACK,
1395,Truth-Tracking via Approval Voting: Size Matters,2022,AAAI,"Tahar Allouche, Jerome Lang, Florian Yger",MAIN TRACK,
1396,Defending Against Model Stealing via Verifying Embedded External Features,2022,AAAI,"Yiming Li, Linghui Zhu, Xiaojun Jia, Yong Jiang, Shu-Tao Xia, Xiaochun Cao",MAIN TRACK,
1397,Dynamic Incentive Mechanism Design for COVID-19 Social Distancing,2022,AAAI,"Xuan Rong Zane Ho, Wei Yang Bryan Lim, Hongchao Jiang, Jer Shyuan Ng, Han Yu, Zehui Xiong, Dusit Niyato, Chunyan Miao",DEMONSTRATIONS,
1398,Random vs. Best-First: Impact of Sampling Strategies on Decision Making in Model-Based Diagnosis,2022,AAAI,Patrick Rodler,MAIN TRACK,
1399,Multi-Dimension Attention for Multi-Turn Dialog Generation (Student Abstract),2022,AAAI,"Belainine Billal, Sadat Fatiha, Boukadoum Mounir",STUDENT ABSTRACT AND POSTER PROGRAM,transformer/generative model
1400,Improving Evidential Deep Learning via Multi-Task Learning,2022,AAAI,"Dongpin Oh, Bonggun Shin",MAIN TRACK,multi-task
1401,GALAXY: A Generative Pre-Trained Model for Task-Oriented Dialog with Semi-Supervised Learning and Explicit Policy Injection,2022,AAAI,"Wanwei He, Yinpei Dai, Yinhe Zheng, Yuchuan Wu, Zheng Cao, Dermot Liu, Peng Jiang, Min Yang, Fei Huang, Luo Si, Jian Sun, Yongbin Li",MAIN TRACK,generative model
1402,Bridging LTLf Inference to GNN Inference for Learning LTLf Formulae,2022,AAAI,"Weilin Luo, Hai Wan, Pingjia Liang, Jianfeng Du, Bo Peng, Delong Zhang",MAIN TRACK,inference
1403,The SoftCumulative Constraint with Quadratic Penalty,2022,AAAI,"Yanick Ouellet, Claude-Guy Quimper",MAIN TRACK,optimization
