Title,Year,Source,Authors,Class
SMINet: State-Aware Multi-Aspect Interests Representation Network for Cold-Start Users Recommendation,2022,AAAI,"Wanjie Tao, Yu Li, Liangyue Li, Zulong Chen, Hong Wen, Peilin Chen, Tingting Liang, Quan Lu",MAIN TRACK
Self-Training Multi-Sequence Learning with Transformer for Weakly Supervised Video Anomaly Detection,2022,AAAI,"Shuo Li, Fang Liu, Licheng Jiao",MAIN TRACK
An Interactive Explanatory AI System for Industrial Quality Control,2022,AAAI,"Dennis M√ºller, Michael M√§rz, Stephan Scheele, Ute Schmid",MAIN TRACK
Deep Neural Networks Learn Meta-Structures from Noisy Labels in Semantic Segmentation,2022,AAAI,"Yaoru Luo, Guole Liu, Yuanhao Guo, Ge Yang",MAIN TRACK
Incorporating Constituent Syntax for Coreference Resolution,2022,AAAI,"Fan Jiang, Trevor Cohn",MAIN TRACK
Efficient Model-Driven Network for Shadow Removal,2022,AAAI,"Yurui Zhu, Zeyu Xiao, Yanchi Fang, Xueyang Fu, Zhiwei Xiong, Zheng-Jun Zha",MAIN TRACK
Split Moves for Monte-Carlo Tree Search,2022,AAAI,"Jakub Kowalski, Maksymilian Mika, Wojciech Pawlik, Jakub Sutowicz, Marek Szykuła, Mark H. M. Winands",MAIN TRACK
SCAN: Cross Domain Object Detection with Semantic Conditioned Adaptation,2022,AAAI,"Wuyang Li, Xinyu Liu, Xiwen Yao, Yixuan YUAN",MAIN TRACK
Deep Implicit Statistical Shape Models for 3D Medical Image Delineation,2022,AAAI,"Ashwin Raju, Shun Miao, Dakai Jin, Le Lu, Junzhou Huang, Adam P. Harrison",MAIN TRACK
Debiased Batch Normalization via Gaussian Process for Generalizable Person Re-Identification,2022,AAAI,"Jiawei Liu, Zhipeng Huang, Liang Li, Kecheng Zheng, Zheng-Jun Zha",MAIN TRACK
Contrastive Personalization Approach to Suspect Identification (Student Abstract),2022,AAAI,"Devansh Gupta, Drishti Bhasin, Sarthak Bhagat, Shagun Uppal, Ponnurangam Kumaraguru, Rajiv Ratn Shah",STUDENT ABSTRACT AND POSTER PROGRAM
Contrastive Instruction-Trajectory Learning for Vision-Language Navigation,2022,AAAI,"Xiwen Liang, Fengda Zhu, Yi Zhu, Bingqian Lin, Bing Wang, Xiaodan Liang",MAIN TRACK
Top-Down Deep Clustering with Multi-Generator GANs,2022,AAAI,"Daniel de Mello, Renato Assunção, Fabricio Murai",MAIN TRACK
Controlling Underestimation Bias in Reinforcement Learning via Quasi-Median Operation,2022,AAAI,"Wei Wei, Yujia Zhang, Jiye Liang, Lin Li, Yuze Li",MAIN TRACK
Attacking Video Recognition Models with Bullet-Screen Comments,2022,AAAI,"Kai Chen, Zhipeng Wei, Jingjing Chen, Zuxuan Wu, Yu-Gang Jiang",MAIN TRACK
Learning to Identify Top Elo Ratings with A Dueling Bandits Approach,2022,AAAI,"Xue Yan, Yali Du, Binxin Ru, Jun Wang, Haifeng Zhang, Xu Chen",MAIN TRACK
Learning to Solve Routing Problems via Distributionally Robust Optimization,2022,AAAI,"Yuan Jiang, Yaoxin Wu, Zhiguang Cao, Jie Zhang",MAIN TRACK
Universal and Tight Online Algorithms for Generalized-Mean Welfare,2022,AAAI,"Siddharth Barman, Arindam Khan, Arnab Maiti",MAIN TRACK
VAST: The Valence-Assessing Semantics Test for Contextualizing Language Models,2022,AAAI,"Robert Wolfe, Aylin Caliskan",MAIN TRACK
Policy Optimization with Stochastic Mirror Descent,2022,AAAI,"Long Yang, Yu Zhang, Gang Zheng, Qian Zheng, Pengfei Li, Jianhang Huang, Gang Pan",MAIN TRACK
First-Order Convex Fitting and Its Application to Economics and Optimization,2022,AAAI,"Quinlan Dawkins, Minbiao Han, Haifeng Xu",MAIN TRACK
Prototype-Based Explanations for Graph Neural Networks (Student Abstract),2022,AAAI,"Yong-Min Shin, Sun-Woo Kim, Eun-Bi Yoon, Won-Yong Shin",STUDENT ABSTRACT AND POSTER PROGRAM - FINALIST
Graph Pointer Neural Networks,2022,AAAI,"Tianmeng Yang, Yujing Wang, Zhihan Yue, Yaming Yang, Yunhai Tong, Jing Bai",MAIN TRACK
Active Learning on Pre-Trained Language Model with Task-Independent Triplet Loss,2022,AAAI,"Seungmin Seo, Donghyun Kim, Youbin Ahn, Kyong-Ho Lee",MAIN TRACK
Accurate and Scalable Gaussian Processes for Fine-Grained Air Quality Inference,2022,AAAI,"Zeel B Patel, Palak Purohit, Harsh Patel, Shivam Sahni, Nipun Batra",AI FOR SOCIAL IMPACT TRACK
ER: Equivariance Regularizer for Knowledge Graph Completion,2022,AAAI,"Zongsheng Cao, Qianqian Xu, Zhiyong Yang, Qingming Huang",MAIN TRACK
Homomorphisms of Lifted Planning Tasks: The Case for Delete-Free Relaxation Heuristics,2022,AAAI,"Rostislav Horčík, Daniel Fišer, Alvaro Torralba",MAIN TRACK
Subspace Differential Privacy,2022,AAAI,"Jie Gao, Ruobin Gong, Fang-Yi Yu",MAIN TRACK
Field Study in Deploying Restless Multi-Armed Bandits: Assisting Non-Profits in Improving Maternal and Child Health,2022,AAAI,"Aditya Mate, Lovish Madaan, Aparna Taneja, Neha Madhiwalla, Shresth Verma, Gargi Singh, Aparna Hegde, Pradeep Varakantham, Milind Tambe",AI FOR SOCIAL IMPACT TRACK
Lifelong Hyper-Policy Optimization with Multiple Importance Sampling Regularization,2022,AAAI,"Pierre Liotet, Francesco Vidaich, Alberto Maria Metelli, Marcello Restelli",MAIN TRACK
INDEPROP: Information-Preserving De-propagandization of News Articles (Student Abstract),2022,AAAI,"Aaryan Bhagat, Faraaz Mallick, Neel Karia, Ayush Kaushal",STUDENT ABSTRACT AND POSTER PROGRAM
Naming the Most Anomalous Cluster in Hilbert Space for Structures with Attribute Information,2022,AAAI,"Janis Kalofolias, Jilles Vreeken",MAIN TRACK
CQA-Face: Contrastive Quality-Aware Attentions for Face Recognition,2022,AAAI,"Qiangchang Wang, Guodong Guo",MAIN TRACK
Learning to Detect 3D Facial Landmarks via Heatmap Regression with Graph Convolutional Network,2022,AAAI,"Yuan Wang, Min Cao, Zhenfeng Fan, Silong Peng",MAIN TRACK
The Perils of Learning Before Optimizing,2022,AAAI,"Chris Cameron, Jason Hartford, Taylor Lundy, Kevin Leyton-Brown",MAIN TRACK
Learning Adversarial Markov Decision Processes with Delayed Feedback,2022,AAAI,"Tal Lancewicki, Aviv Rosenberg, Yishay Mansour",MAIN TRACK
Random Mapping Method for Large-Scale Terrain Modeling,2022,AAAI,"Xu Liu, Decai Li, Yuqing He",MAIN TRACK
Gradient Based Activations for Accurate Bias-Free Learning,2022,AAAI,"Vinod K. Kurmi, Rishabh Sharma, Yash Vardhan Sharma, Vinay P Namboodiri",MAIN TRACK
KerGNNs: Interpretable Graph Neural Networks with Graph Kernels,2022,AAAI,"Aosong Feng, Chenyu You, Shiqiang Wang, Leandros Tassiulas",MAIN TRACK
Pizza Sharing is PPA-Hard,2022,AAAI,"Argyrios Deligkas, John Fearnley, Themistoklis Melissourgos",MAIN TRACK
ACGNet: Action Complement Graph Network for Weakly-Supervised Temporal Action Localization,2022,AAAI,"Zichen Yang, Jie Qin, Di Huang",MAIN TRACK
Event-Image Fusion Stereo Using Cross-Modality Feature Propagation,2022,AAAI,"Hoonhee Cho, Kuk-Jin Yoon",MAIN TRACK
Mind the Gap: Cross-Lingual Information Retrieval with Hierarchical Knowledge Enhancement,2022,AAAI,"Fuwei Zhang, Zhao Zhang, Xiang Ao, Dehong Gao, Fuzhen Zhuang, Yi Wei, Qing He",MAIN TRACK
Are Vision-Language Transformers Learning Multimodal Representations? A Probing Perspective.,2022,AAAI,"Emmanuelle Salin, Badreddine Farah, Stéphane Ayache, Benoit Favre",MAIN TRACK
InteractEva: A Simulation-Based Evaluation Framework for Interactive AI Systems,2022,AAAI,"Yannis Katsis, Maeda F. Hanafi, Mart√≠n Santill√°n Cooper, Yunyao Li",DEMONSTRATIONS
End-to-End Line Drawing Vectorization,2022,AAAI,"Hanyuan Liu, Chengze Li, Xueting Liu, Tien-Tsin Wong",MAIN TRACK
Demystifying Why Local Aggregation Helps: Convergence Analysis of Hierarchical SGD,2022,AAAI,"Jiayi Wang, Shiqiang Wang, Rong-Rong Chen, Mingyue Ji",MAIN TRACK
Safe Online Convex Optimization with Unknown Linear Safety Constraints,2022,AAAI,"Sapana Chaudhary, Dileep Kalathil",MAIN TRACK
InfoLM: A New Metric to Evaluate Summarization & Data2Text Generation,2022,AAAI,"Pierre Colombo, Chloé Clavel, Pablo Piantanida",MAIN TRACK
GearNet: Stepwise Dual Learning for Weakly Supervised Domain Adaptation,2022,AAAI,"Renchunzi Xie, Hongxin Wei, Lei Feng, Bo An",MAIN TRACK
ValueNet: A New Dataset for Human Value Driven Dialogue System,2022,AAAI,"Liang Qiu, Yizhou Zhao, Jinchao Li, Pan Lu, Baolin Peng, Jianfeng Gao, Song-Chun Zhu",MAIN TRACK
UNISON: Unpaired Cross-Lingual Image Captioning,2022,AAAI,"Jiahui Gao, Yi Zhou, Philip L. H. Yu, Shafiq Joty, Jiuxiang Gu",MAIN TRACK
On Testing for Discrimination Using Causal Models,2022,AAAI,"Hana Chockler, Joseph Y. Halpern",MAIN TRACK
NAREOR: The Narrative Reordering Problem,2022,AAAI,"Varun Gangal, Steven Y. Feng, Malihe Alikhani, Teruko Mitamura, Eduard Hovy",MAIN TRACK
DeTarNet: Decoupling Translation and Rotation by Siamese Network for Point Cloud Registration,2022,AAAI,"Zhi Chen, Fan Yang, Wenbing Tao",MAIN TRACK
Idiomatic Expression Paraphrasing without Strong Supervision,2022,AAAI,"Jianing Zhou, Ziheng Zeng, Hongyu Gong, Suma Bhat",MAIN TRACK
Online Missing Value Imputation and Change Point Detection with the Gaussian Copula,2022,AAAI,"Yuxuan Zhao, Eric Landgrebe, Eliot Shekhtman, Madeleine Udell",MAIN TRACK
Local Differential Privacy for Belief Functions,2022,AAAI,"Qiyu Li, Chunlai Zhou, Biao Qin, Zhiqiang Xu",MAIN TRACK
Exploiting Mixed Unlabeled Data for Detecting Samples of Seen and Unseen Out-of-Distribution Classes,2022,AAAI,"Yi-Xuan Sun, Wei Wang",MAIN TRACK
An Ontological Approach towards Automatic Creation of Infographics from Formal Text (Student Abstract),2022,AAAI,"Devin Garg, Tanuj Agarwal, Chiranjoy Chattopadhyay",STUDENT ABSTRACT AND POSTER PROGRAM
Reducing Flipping Errors in Deep Neural Networks,2022,AAAI,"Xiang Deng, Xiao Yun, Bo Long, Zhongfei Zhang",MAIN TRACK
ASM2TV: An Adaptive Semi-Supervised Multi-Task Multi-View Learning Framework for Human Activity Recognition,2022,AAAI,"Zekai Chen, Xiao Zhang, Xiuzhen Cheng",MAIN TRACK
Neighborhood-Adaptive Structure Augmented Metric Learning,2022,AAAI,"Pandeng Li, Yan Li, Hongtao Xie, Lei Zhang",MAIN TRACK
JFB: Jacobian-Free Backpropagation for Implicit Networks,2022,AAAI,"Samy Wu Fung, Howard Heaton, Qiuwei Li, Daniel Mckenzie, Stanley Osher, Wotao Yin",MAIN TRACK
Interpretable Low-Resource Legal Decision Making,2022,AAAI,"Rohan Bhambhoria, Hui Liu, Dahan Samuel, Xiaodan Zhu",AI FOR SOCIAL IMPACT TRACK
Pan-Sharpening with Customized Transformer and Invertible Neural Network,2022,AAAI,"man zhou, Jie Huang, Yanchi Fang, Xueyang Fu, Aiping Liu",MAIN TRACK
Out of Distribution Data Detection Using Dropout Bayesian Neural Networks,2022,AAAI,"Andre T. Nguyen, Fred Lu, Gary Lopez Munoz, Edward Raff, Charles Nicholas, James Holt",MAIN TRACK
Achieving Long-Term Fairness in Sequential Decision Making,2022,AAAI,"Yaowei Hu, Lu Zhang",MAIN TRACK
LaSSL: Label-Guided Self-Training for Semi-Supervised Learning,2022,AAAI,"Zhen Zhao, Luping Zhou, Lei Wang, Yinghuan Shi, Yang Gao",MAIN TRACK
Regularized Modal Regression on Markov-Dependent Observations: A Theoretical Assessment,2022,AAAI,"Tieliang Gong, Yuxin Dong, Hong Chen, Wei Feng, Bo Dong, Chen Li",MAIN TRACK
Unsupervised Domain Adaptive Salient Object Detection Through Uncertainty-Aware Pseudo-Label Learning,2022,AAAI,"Pengxiang Yan, Ziyi Wu, Mengmeng Liu, Kun Zeng, Liang Lin, Guanbin Li",MAIN TRACK
FPAdaMetric: False-Positive-Aware Adaptive Metric Learning for Session-Based Recommendation,2022,AAAI,"Jongwon Jeong, Jeong Choi, Hyunsouk Cho, Sehee Chung",MAIN TRACK
Conditional Synthetic Data Generation for Robust Machine Learning Applications with Limited Pandemic Data,2022,AAAI,"Hari Prasanna Das , Ryan Tran, Japjot Singh, Xiangyu Yue, Geoff Tison, Alberto Sangiovanni-Vincentelli, Costas J. Spanos",AI FOR SOCIAL IMPACT TRACK
Efficient Riemannian Meta-Optimization by Implicit Differentiation,2022,AAAI,"Xiaomeng Fan, Yuwei Wu*, Zhi Gao, Yunde Jia, Mehrtash Harandi",MAIN TRACK
JPV-Net: Joint Point-Voxel Representations for Accurate 3D Object Detection,2022,AAAI,"Nan Song, TianYuan Jiang, Jian Yao",MAIN TRACK
Learning to Predict 3D Lane Shape and Camera Pose from a Single Image via Geometry Constraints,2022,AAAI,"Ruijin Liu, Dapeng Chen, Zejian Yuan, Tie Liu, Zhiliang Xiong",MAIN TRACK
A Hybrid Causal Structure Learning Algorithm for Mixed-Type Data,2022,AAAI,"Yan Li, Rui Xia, Chunchen Liu, Liang Sun",MAIN TRACK
Task-Level Self-Supervision for Cross-Domain Few-Shot Learning,2022,AAAI,"Wang Yuan, Zhizhong Zhang, Cong Wang, Haichuan Song, Yuan Xie, Lizhuang Ma",MAIN TRACK
Sufficient Reasons for Classifier Decisions in the Presence of Domain Constraints,2022,AAAI,"Niku Gorji, Sasha Rubin",MAIN TRACK
Behind the Curtain: Learning Occluded Shapes for 3D Object Detection,2022,AAAI,"Qiangeng Xu, Yiqi Zhong, Ulrich Neumann",MAIN TRACK
Automatic Slides Generation for Scholarly Papers: A Fine-Grained Dataset and Baselines (Student Abstract),2022,AAAI,"Sheng Xu, Xiaojun Wan",STUDENT ABSTRACT AND POSTER PROGRAM
Semantic Self-Segmentation for Abstractive Summarization of Long Legal Documents in Low-Resource Regimes,2022,AAAI,"Gianluca Moro, Luca Ragazzi",MAIN TRACK
An Adversarial Framework for Generating Unseen Images by Activation Maximization,2022,AAAI,"Yang Zhang, Wang Zhou, Gaoyuan Zhang, David Cox, Shiyu Chang",MAIN TRACK
Multi-Unit Auction in Social Networks with Budgets,2022,AAAI,"Mingyu Xiao, Yuchao Song, Bakh Khoussainov",MAIN TRACK
Planning with Participation Constraints,2022,AAAI,"Hanrui Zhang, Yu Cheng, Vincent Conitzer",MAIN TRACK
Close the Loop: A Unified Bottom-up and Top-down Paradigm for Joint Image Deraining and Segmentation,2022,AAAI,"Yi Li, Yi Chang, Changfeng Yu, Luxin Yan",MAIN TRACK
FINet: Dual Branches Feature Interaction for Partial-to-Partial Point Cloud Registration,2022,AAAI,"Hao Xu, Nianjin Ye, Guanghui Liu, Bing Zeng, Shuaicheng Liu, Megvii*",MAIN TRACK
Augmentation-Free Self-Supervised Learning on Graphs,2022,AAAI,"Namkyeong Lee, Junseok Lee, Chanyoung Park",MAIN TRACK
A Trend-Driven Fashion Design System for Rapid Response Marketing in E-commerce,2022,AAAI,"Lianghua Huang, Yu Liu, Bin Wang, Pan Pan, Rong Jin",DEMONSTRATIONS
Iterative Contrast-Classify for Semi-Supervised Temporal Action Segmentation,2022,AAAI,"Dipika Singhania, Rahul Rahaman, Angela Yao",MAIN TRACK
Efficient Algorithms for General Isotone Optimization,2022,AAAI,"Xiwen Wang, Jiaxi Ying, José Vinícius de M. Cardoso , Daniel P. Palomar",MAIN TRACK
DuMLP-Pin: A Dual-MLP-Dot-Product Permutation-Invariant Network for Set Feature Extraction,2022,AAAI,"Jiajun Fei, Ziyu Zhu, Wenlei Liu, Zhidong Deng, Mingyang Li, Huanjun Deng, Shuo Zhang",MAIN TRACK
Role of Human-AI Interaction in Selective Prediction,2022,AAAI,"Elizabeth Bondi, Raphael Koster, Hannah Sheahan, Martin Chadwick, Yoram Bachrach, Taylan Cemgil, Ulrich Paquet, Krishnamurthy (Dj) Dvijotham",MAIN TRACK
Reinforcement Learning based Dynamic Model Combination for Time Series Forecasting,2022,AAAI,"Yuwei Fu, Di Wu, Benoit Boulet",MAIN TRACK
Random Tensor Theory for Tensor Decomposition,2022,AAAI,"Mohamed Ouerfelli, Mohamed Tamaazousti, Vincent Rivasseau",MAIN TRACK
Training Robust Deep Models for Time-Series Domain: Novel Algorithms and Theoretical Analysis,2022,AAAI,"Taha Belkhouja, Yan Yan, Janardhan Rao Doppa",MAIN TRACK
No Task Left Behind: Multi-Task Learning of Knowledge Tracing and Option Tracing for Better Student Assessment,2022,AAAI,"Suyeong An, Junghoon Kim, Minsam Kim, Juneyoung Park",MAIN TRACK
Unifying Model Explainability and Robustness for Joint Text Classification and Rationale Extraction,2022,AAAI,"Dongfang Li, Baotian Hu, Qingcai Chen, Tujie Xu, Jingcong Tao, Yunan Zhang",MAIN TRACK
CEM: Commonsense-Aware Empathetic Response Generation,2022,AAAI,"Sahand Sabour, Chujie Zheng, Minlie Huang",MAIN TRACK
PrivateMail: Supervised Manifold Learning of Deep Features with Privacy for Image Retrieval,2022,AAAI,"Praneeth Vepakomma, Julia Balla, Ramesh Raskar",MAIN TRACK
Towards Ultra-Resolution Neural Style Transfer via Thumbnail Instance Normalization,2022,AAAI,"Zhe Chen, Wenhai Wang, Enze Xie, Tong Lu, Ping Luo",MAIN TRACK
Extended Goal Recognition Design with First-Order Computation Tree Logic,2022,AAAI,Tsz-Chiu Au,MAIN TRACK
A Provably-Efficient Model-Free Algorithm for Infinite-Horizon Average-Reward Constrained Markov Decision Processes,2022,AAAI,"Honghao Wei, Xin Liu, Lei Ying",MAIN TRACK
"Authentic Integration of Ethics and AI through Sociotechnical, Problem-Based Learning",2022,AAAI,"Ari Krakowski, Eric Greenwald, Tim Hurt, Brandie Nonnecke, Matthew Cannady",MAIN TRACK
Distinguishing Homophenes Using Multi-Head Visual-Audio Memory for Lip Reading,2022,AAAI,"Minsu Kim, Jeong Hun Yeo, Yong Man Ro",MAIN TRACK
Shrub Ensembles for Online Classification,2022,AAAI,"Sebastian Buschjäger, Sibylle Hess, Katharina Morik",MAIN TRACK
Bridging the Gap: Using Deep Acoustic Representations to Learn Grounded Language from Percepts and Raw Speech,2022,AAAI,"Gaoussou Youssouf Kebe, Luke E. Richards, Edward Raff, Francis Ferraro, Cynthia Matuszek",MAIN TRACK
H^2-MIL: Exploring Hierarchical Representation with Heterogeneous Multiple Instance Learning for Whole Slide Image Analysis,2022,AAAI,"Wentai Hou, Lequan Yu, Chengxuan Lin, Helong Huang, Rongshan Yu, Jing Qin, Liansheng Wang",MAIN TRACK
SWWS: A Smart Wildlife Warning Sign System,2022,AAAI,Alan Ma,DEMONSTRATIONS
Batch Active Learning with Graph Neural Networks via Multi-Agent Deep Reinforcement Learning,2022,AAAI,"Yuheng Zhang, Hanghang Tong, Yinglong Xia, Yan Zhu, Yuejie Chi, Lei Ying",MAIN TRACK
Enhance Weakly-Supervised Aspect Detection with External Knowledge (Student Abstract),2022,AAAI,"Zhuoming Zheng, Yi Cai, Liuwu Li",STUDENT ABSTRACT AND POSTER PROGRAM
Fast and More Powerful Selective Inference for Sparse High-Order Interaction Model,2022,AAAI,"Diptesh Das, Vo Nguyen Le Duy, Hiroyuki Hanada, Koji Tsuda, Ichiro Takeuchi",MAIN TRACK
Deep Fusing Pre-Trained Models into Neural Machine Translation,2022,AAAI,"Rongxiang Weng, Heng Yu, Weihua Luo, Min Zhang",MAIN TRACK
Differentially Describing Groups of Graphs,2022,AAAI,"Corinna Coupette, Sebastian Dalleiger, Jilles Vreeken",MAIN TRACK
A Distributional Framework for Risk-Sensitive End-to-End Planning in Continuous MDPs,2022,AAAI,"Noah Patton, Jihwan Jeong, Michael Gimelfarb, Scott Sanner",MAIN TRACK
Towards High-Fidelity Face Self-Occlusion Recovery via Multi-View Residual-Based GAN Inversion,2022,AAAI,"Jinsong Chen, Hu Han, Shiguang Shan",MAIN TRACK
Coarse-to-Fine Embedded PatchMatch and Multi-Scale Dynamic Aggregation for Reference-Based Super-Resolution,2022,AAAI,"bin xia, Yapeng Tian, Yucheng Hang, Wenming Yang, Qingmin Liao, Jie Zhou",MAIN TRACK
Learning by Competition of Self-Interested Reinforcement Learning Agents,2022,AAAI,Stephen Chung,MAIN TRACK
Pose-Invariant Face Recognition via Adaptive Angular Distillation,2022,AAAI,"Zhenduo Zhang, Yongru Chen, Wenming Yang, Guijin Wang, Qingmin Liao",MAIN TRACK
Blockwise Sequential Model Learning for Partially Observable Reinforcement Learning,2022,AAAI,"Giseung Park, Sungho Choi, Youngchul Sung",MAIN TRACK
iGrow: A Smart Agriculture Solution to Autonomous Greenhouse Control,2022,AAAI,"Xiaoyan Cao, Yao Yao, Lanqing Li, Wanpeng Zhang, Zhicheng An, Zhong Zhang, Li Xiao, Shihui Guo, Xiaoyu Cao, Meihong Wu, Dijun Luo",AI FOR SOCIAL IMPACT TRACK
"Inconsistent Planning: When in Doubt, Toss a Coin!",2022,AAAI,"Yuriy Dementiev, Fedor V. Fomin, Artur Ignatiev",MAIN TRACK
FairFoody: Bringing in Fairness in Food Delivery,2022,AAAI,"Anjali, Rahul Yadav, Ashish Nair, Abhijnan Chakraborty, Sayan Ranu, Amitabha Bagchi",AI FOR SOCIAL IMPACT TRACK
FedFR: Joint Optimization Federated Framework for Generic and Personalized Face Recognition,2022,AAAI,"Chih-Ting Liu, Chien-Yi Wang, Shao-Yi Chien, Shang-Hong Lai",MAIN TRACK
Spectral DefocusCam: Compressive Hyperspectral Imaging from Defocus Measurements,2022,AAAI,Georgia Channing,UNDERGRADUATE CONSORTIUM
Programmatic Reward Design by Example,2022,AAAI,"Weichao Zhou, Wenchao Li",MAIN TRACK
A Short-Term Tropical Cyclone Intensity Forecasting Method Based on High-Order Tensor (Student Abstract),2022,AAAI,"Fan Meng, Handan Sun, Danya Xu, Pengfei Xie, Tao Song",STUDENT ABSTRACT AND POSTER PROGRAM
Social Aware Assignment of Passengers in Ridesharing (Student Abstract),2022,AAAI,"Chaya Levinger, Noam Hazon, Amos Azaria",STUDENT ABSTRACT AND POSTER PROGRAM - FINALIST
Reinforcement Learning for Datacenter Congestion Control,2022,AAAI,"Chen Tessler, Yuval Shpigelman, Gal Dalal, Amit Mandelbaum, Doron Haritan Kazakov, Benjamin Fuhrer, Gal Chechik, Shie Mannor",MAIN TRACK
Efficient Robust Training via Backward Smoothing,2022,AAAI,"Jinghui Chen, Yu Cheng, Zhe Gan, Quanquan Gu, Jingjing Liu",MAIN TRACK
Cross-Domain Few-Shot Graph Classification,2022,AAAI,Kaveh Hassani,MAIN TRACK
Reference-Based Speech Enhancement via Feature Alignment and Fusion Network,2022,AAAI,"Huanjing Yue, Wenxin Duo, Jingyu Yang",MAIN TRACK
